,GPS,IMU,VelocidadLlantas,PorcentajeLlenado,KilosProcesados,VelocidadTrilladora,NivelCombustible,Kilometraje,NivelAceite,PresionLlantas
3596,99.22,25.27,60.8,73.6,69.6,67.41,68.1,51.41,32.6,28.69
3597,58.66,10.25,23.45,50.06,64.03,95.82,39.64,89.89,38.22,23.07
3598,59.75,38.78,96.24,71.23,93.6,68.55,3.52,4.77,88.13,39.4
3599,76.14,82.08,28.13,96.99,3,89.09,8.09,15.57,65.4,96.37
3600,74.39,31.79,48,29.05,98.32,81.8,75.77,57.49,86.07,64.6
3601,42.72,64.76,24.56,66.37,53.05,57.28,94.14,76.95,24.61,39.58
3602,0.42,65.57,83.16,64.69,26.69,46.98,13.88,67.13,15.05,66.31
3603,8.5,45.74,84.5,99.8,68.62,23.4,90.14,75.5,22.06,28.92
3604,72.49,27.86,95.19,38.03,14.69,72.02,5.37,88.36,35,23.77
3605,74.81,23.09,30.8,32.07,29.18,42.25,22.4,82,47.57,30.33
3606,73.47,92.41,79.41,46.05,0.94,65.33,29.95,42.12,97.76,51.05
3607,33.77,27.27,63.79,13.38,20.8,8.31,47.89,44.86,49.04,72.82
3608,54.62,26.33,30.77,89.19,96.08,91.88,71.89,36.54,15.72,1.11
3609,65.58,49.58,58.47,61.02,97.51,12.47,37.31,38.24,25.16,57.79
3610,78.03,38.8,10.6,23.76,63.54,8.66,46.97,67.86,35.88,79.86
3611,89.77,52.07,23.22,24.99,41.59,83.29,12.75,61.21,3.33,24.84
3612,59.82,39.21,94.48,72.77,84.35,82.01,34.2,99.88,12.76,79.77
3613,87.76,22.06,96.1,52.94,25.53,10.37,63.68,9.57,17.84,16.53
3614,42.58,98.11,97.87,4.85,47.07,21.53,72.94,36.43,23.02,81.65
3615,3.41,1.2,17.29,40.38,11.95,84.46,78.68,96.74,4.96,93.04
3616,1.48,93.84,53.89,52.97,27.61,80.9,25.05,20.41,87.14,92.48
3617,1.02,89.79,64.88,74.86,35.52,57.13,0.46,0.1,37.01,57.87
3618,26.95,29.61,13.46,1.12,48.69,9.02,47.11,26.42,22.8,21.41
3619,73.69,85.31,24.29,13.56,38.31,88.49,85.3,48.28,60.73,32.53
3620,74.52,89.72,98.71,67.21,90.46,13.12,75.89,63.87,67.8,43.45
3621,18.62,22.64,22.37,99.82,47.22,81.11,64.1,9.72,66.08,60.75
3622,71.12,59.84,94.03,64.3,16.24,38.33,28.63,6.9,68.69,89.62
3623,94.56,7.06,31.55,62.47,0.46,2.62,51.35,55.57,38.64,73.44
3624,36.69,45.15,85.14,91.15,90.87,19.12,79.25,87.9,13.39,79.11
3625,26.11,69.92,99.81,77.04,39.46,35.54,6.01,15.12,29.15,21.69
3626,96.98,58.04,3.65,63.35,75.83,97.28,22.25,92.61,47.47,63.12
3627,66.44,78.82,91.4,14.48,93.65,27.2,95.71,79.73,24.89,72.71
3628,23.31,55.18,84.12,58.48,6.02,52.51,39.47,63.79,91.96,7.39
3629,2.66,36.15,40.22,46.31,4.49,92.16,16.63,57.49,28.64,57.25
3630,57.3,23.85,82.58,74.72,90.12,62.81,69.41,84.58,98.98,96.86
3631,3.74,65.9,63.4,95,60.6,89.72,27.39,0.72,77.78,78.07
3632,47.25,20.69,93.03,57.74,77.16,11.79,49.31,42.47,22.99,0.21
3633,72.34,43.82,59.91,70.29,27.45,32.03,91.15,42.02,62.13,44.63
3634,4.94,39.01,87.14,74.32,30.94,73.4,8.28,18.4,14.47,5.31
3635,46.59,87.6,70.97,27.08,69.87,20.45,16.39,59.17,81.72,49.41
3636,63.23,64.36,82.2,30.06,23.76,26.28,74.5,84.77,94.37,28.25
3637,75.18,16.89,39.82,87.89,58.2,22.99,22.1,26.05,95.35,64.7
3638,26.69,62.12,90.15,30.28,26.32,12.98,87.09,8.98,14.83,26.91
3639,29.16,31.42,17.02,46.27,70.53,26.42,63.03,39.55,40.77,81.39
3640,96.15,24.27,77.94,44.38,63.5,43.39,74.06,71.66,47.16,79.69
3641,0.79,32.38,9.64,19.97,53.11,47.96,47.29,27.5,83.34,60.86
3642,86.81,62.01,73.79,99.08,0.26,98.82,58.29,66.56,20.97,32.59
3643,3.84,16.86,58.58,49.23,44.77,0.37,81.55,63.93,53.41,55.29
3644,46.26,82.42,42.85,37.26,31.64,0.9,2.04,60.43,75.99,36.85
3645,56.16,14.87,44.67,45.06,55.43,39.66,46.47,15.63,74.51,49.1
3646,64.93,2.34,80.31,62.83,14.12,59.95,68.14,64.85,22.28,10.7
3647,3.89,43.47,60.76,81.07,46.47,44.2,63.19,19.05,52.06,73.74
3648,15.07,34.65,39.2,82.95,78.89,70.83,69.04,30.57,38.97,84.06
3649,71.65,14.08,94.75,54.09,66.91,11.4,59.6,36.37,36.11,48.76
3650,75.8,64.6,7.68,63.44,7.52,33.44,19.44,72.87,49.67,2.73
3651,75.95,66.78,65.19,48.77,22.75,69.28,71.38,14.95,13.18,98.92
3652,56.95,24.42,50.79,22.57,30.88,70.41,62.44,32.3,90.22,3.5
3653,89.18,51.12,59.05,28.77,55.09,91.3,56.3,51.56,53.93,44.33
3654,88.46,27.5,87.24,1.29,59.77,84.31,22.8,76.47,60.21,80.49
3655,16.33,29.88,98.06,65.18,70.93,84.98,41.57,1.93,5.79,72.16
3656,53.23,9.58,11.35,93.35,97.19,39.24,42.63,64.4,61.98,5.33
3657,24.71,87.92,46.54,78.98,86.01,84.16,36.14,76.76,52.17,81.63
3658,39.42,66.09,89.43,82.53,9.57,60.12,69.4,17.82,70.38,63.7
3659,7.69,90.02,95.87,80.94,76.33,36.02,82.06,23.61,72.91,20.15
3660,72.62,26.14,42.67,2.73,28.9,36.77,11.29,31.77,97.77,16.41
3661,93.43,22.35,51.35,12.79,40.09,50.6,1.43,83.69,48.19,51.37
3662,66.26,99.58,0.26,39.43,39.21,81.81,67.93,3.84,87.67,74.98
3663,30.35,0.8,23.71,62.5,69.54,74.16,18.46,81.55,12.81,73.44
3664,71.44,43.91,31.61,58.02,17.78,69.04,62.92,5.41,13.27,70.21
3665,31.6,80.96,49.07,79.35,56.17,91.71,52.23,33.61,73.03,73.22
3666,34.78,14.49,54.3,35.69,22.02,69.21,11.05,7.19,30.15,56.37
3667,46.98,43.13,53.63,73.06,56.55,33.21,1.27,0.14,12.41,43.69
3668,51.92,51.61,21.69,21.02,98.72,89.36,77.99,25.08,93.32,43.64
3669,43.7,24.12,98.19,89.83,40.8,90.46,1.32,10.02,33.03,57.68
3670,72.78,83.93,50.12,1.36,78.34,78.45,47.09,8.74,87.28,75.1
3671,94.19,78.44,20.94,89.53,45.66,91.3,68.25,67.3,64.11,15.43
3672,65.13,73.6,48.43,55.99,10.07,49.4,9.2,73.27,28.85,75.02
3673,26.77,45.09,2.03,68.2,89.69,62.3,64.45,60.46,35.56,0.47
3674,76.92,90.39,26.96,49.97,63.02,9.31,19.81,27.26,85.3,72.59
3675,43.87,50.21,98.55,97.15,51.08,35.49,3.35,66.95,92.17,15.16
3676,94.08,94.57,60.66,64.41,81.04,2.31,60.63,48.18,57.6,70.83
3677,8.55,30.18,20.89,85.65,63.92,60.45,17.13,74.96,69.61,32.77
3678,94.6,89.39,36.76,12.06,94.91,82.47,63.19,92.3,75.87,51.43
3679,14.23,95.99,14.76,97.76,65.12,9.11,10.86,2.56,7.06,1.44
3680,51.18,11.81,11.68,5.88,50.23,73.1,59.51,91.65,13.12,30.32
3681,19.15,73.48,11.17,67.53,17.05,63.08,42.28,6.74,78.75,82.42
3682,23.35,85.46,31.01,38.78,73.2,34.56,80.14,37.03,14.63,53.17
3683,16.87,65.33,32.11,73.98,56.73,54.15,29.86,80.34,71.02,63.63
3684,98.1,54.17,90.54,22.21,86.89,50.46,58.27,64.39,62.22,59.54
3685,17.54,80.04,41.8,43.22,65.98,5.72,91.12,17.42,83.44,36.66
3686,33.85,34.32,1.72,45.03,61.77,88.25,88.26,66.18,41.04,7.2
3687,96.46,63.14,84.59,82.74,7.36,86.93,18.8,51.39,53.39,67.95
3688,99.09,78.28,4.86,65.79,0.99,48.37,24.24,43.79,75.68,0.02
3689,64.02,73.42,79.61,49.65,27.67,60.3,2.78,81.32,44.01,41.82
3690,82.96,61.82,41.97,67.83,7.75,67.38,1.68,1.25,6.44,98.57
3691,17.32,96.78,29.79,65.53,18.08,46.99,96.7,42.47,51.27,39.42
3692,6.28,33.38,60.66,28.44,41.34,24.62,19.76,51.64,61.97,43.49
3693,23.55,69.74,59.7,52.75,40.44,50.51,4.71,63.35,26.24,13
3694,69.23,39.34,59.48,48.57,0.3,19.13,88.91,27.77,70.82,8.41
3695,3.58,76.75,86.05,89.48,37.51,81.61,84.42,42.04,6.09,66.1
3696,52.73,60.9,9.99,83.36,26.58,22.46,0.83,40.26,97.11,67.48
3697,86.18,18.42,59.85,46.55,72.73,63.61,98.65,92.93,41.24,88.39
3698,93.57,37.78,51.29,93.39,91.77,98.08,10.91,76,33.58,86.48
3699,26.46,85.56,51.33,86.19,12.58,53.3,25.16,24.52,75.12,3.57
3700,86.48,65.14,55.27,24.07,77.37,52.62,33.32,31.04,79.1,88.28
3701,84.63,31.58,14.09,1.69,87.26,40.35,96.51,92.8,36.59,89.54
3702,66.5,40.72,2.09,10,25.83,55.08,21.46,77.67,22.03,6.84
3703,71.71,25.19,51.2,96.37,85.19,16.04,10.62,42.71,2.77,5.87
3704,20.57,38.86,63.27,36.45,71.12,7.71,62.44,30.98,67.1,56.04
3705,4.85,36.7,46.42,31.18,48.66,24.93,51.77,21,11.53,99.82
3706,55.98,50.19,45.74,71.26,67.16,52.96,96.63,56.31,79.18,54.36
3707,65.4,70.25,23.97,73.4,99.81,5.66,45.65,78.52,54.36,2.18
3708,56.5,27.85,28.9,7.84,0.41,87.88,3.32,38.25,14.45,74.08
3709,86.09,50.08,10.64,62.71,74.82,40.93,4.35,76.49,33.24,14.41
3710,50.9,0.4,22.61,19.57,0.28,0.79,6.14,20.22,69.86,45.57
3711,12.73,56.87,4.64,39.29,1.92,13.49,65.07,71.55,24.72,23.05
3712,41.06,21.81,63.53,92.07,82.18,25.68,22.33,71.08,84.29,3.74
3713,36.77,36.69,49.9,18.52,56.95,9.7,52.66,48.69,22.45,73.93
3714,83.97,35.97,35.08,97.01,0.41,63.35,73.76,51.53,15.82,95.93
3715,55.2,94.65,96.01,76.69,55.7,14.94,10.82,11.22,14.97,82.42
3716,45.81,26.15,30.62,40.96,97.63,8.59,19.05,10.67,67.14,17.49
3717,61.2,89.86,23.37,11.93,96.56,83.84,49.26,38.65,25.26,1.62
3718,37.18,25.9,70.12,19.84,0.62,9.14,93.3,96.95,24.36,0.86
3719,64.89,65.7,31.82,16.63,6.6,95.95,50.67,51.54,54.23,32.66
3720,38.62,17.36,88.9,30.65,70.58,81.81,21.92,58.56,19.43,23.99
3721,7.45,90.22,45.62,78.5,26.77,48.24,66.16,83.2,5.06,15.34
3722,69.42,94.97,73.28,85.39,53.43,40.75,91.76,5.27,44.99,0.77
3723,55.39,94.26,0.98,14.52,61.66,82.48,29.35,52.48,48.69,22
3724,25.05,4.55,89.05,62.24,23.44,59.85,76.56,19.45,65.45,44.32
3725,19.99,77.82,7.53,73.55,81.29,92.95,73.67,24.8,27.81,13.41
3726,34.95,86.06,46.67,72.64,39.71,18.84,31.9,1.62,43.44,19.35
3727,3.94,21.89,41.36,16.75,4.14,56.65,70.28,11.55,47.86,69.11
3728,72.71,81.61,65.31,73.62,15.54,72.53,15.07,19.38,85.47,61.49
3729,72.36,97.08,42.26,57.63,30.86,8.5,59.89,70.9,79.91,84.4
3730,28.12,90.32,55.25,53.31,97.66,13.79,94.93,31.86,61.6,64.74
3731,3.25,83.79,20.54,90.21,31.24,67.45,58.93,18.88,64.62,43.67
3732,79.48,16.24,18.78,31.96,76.48,59.25,40.96,41.47,38.15,9.1
3733,30.46,96,33.35,80.86,50.69,80.27,58.51,84.14,20.33,31.39
3734,4.94,20.42,68.67,57.56,6.52,2.4,90.66,90.75,3.85,68.44
3735,11.54,36.92,41.39,35.75,96.8,89.85,95.55,56.53,14.05,27.22
3736,10.59,86.54,53.94,83.11,69.84,33.95,5.28,0.55,33.78,96.63
3737,14.39,28.16,19.78,16.25,98.33,82.5,60.95,70.07,1.77,15.57
3738,17.18,1.87,32.72,81.86,99.05,90.18,27.68,5.84,76.28,23.14
3739,25.24,60.18,21.23,28.8,25.26,81.74,90.23,22.33,89.92,87.84
3740,30.4,19.05,18.27,96.17,65.15,50.59,34.87,96.13,10.54,58.31
3741,58.45,74.12,33.16,5.85,40,61.77,4.11,44.65,76.16,52.61
3742,94.96,58.74,19.07,25.12,79.69,10.39,24.71,64.88,70.76,49.18
3743,88.21,49.55,92.34,35.1,38.3,91.56,52.72,19.77,23.35,88.84
3744,4.49,69.7,60.58,39.02,55.83,36.32,7.23,1.11,99.99,12.73
3745,5.41,44.59,24.43,76.02,6.51,49.9,24.71,10.16,35.62,8.27
3746,17.29,58.83,27.6,75.07,92.53,16.82,13.17,77.4,27.93,12.17
3747,86.04,29.82,49.62,25.57,38.34,26.52,10.34,46.26,17.53,15.69
3748,49.24,60.78,17.46,90.17,21.42,84.97,77.9,57.69,48.58,31.19
3749,3.12,54.35,30.56,98.18,32.84,98.33,26.13,8.95,54.92,63.63
3750,89.47,28,25.78,66.14,36.41,62.06,46.68,0.22,45.62,29.83
3751,30.45,82.49,45.84,35.98,57.38,62.66,31.47,44.32,76.49,18.59
3752,55.32,95.87,8.68,88.97,45.64,8.5,66.18,38.58,30.99,47.15
3753,45.8,28.55,88.95,92.92,66.1,96.27,49.85,13.09,60.37,7.68
3754,67.08,6.46,2.5,46.82,12.57,63.81,16.28,25.72,33.52,84.49
3755,39.27,43.09,57.43,35.66,76.97,93.13,68.81,73.9,66.71,17.17
3756,2.27,9.64,18.99,48.23,35.75,92.15,58.34,5.1,92.09,12.68
3757,79.45,19.97,55.04,36.17,11.45,44.46,12.63,5.47,57.56,19.19
3758,6.63,84.46,6.4,29.99,23.61,27.05,44.87,20.33,2.03,29.88
3759,37.37,14.92,36.49,76.82,77.61,78.45,78.38,43.94,27.68,58.84
3760,46.19,25.88,16.38,17,93.46,46.28,60.03,15.83,98.32,29.81
3761,19.42,73.48,5.25,9.87,29.79,5.08,98.56,95.63,91.99,26.15
3762,44.53,1.33,57.63,36.78,19.98,12.59,67.01,52.66,4.84,40.03
3763,8.36,20.84,36.44,52.52,40.24,7.99,12.13,14.15,14.82,39.8
3764,56.17,6.44,62.8,18.72,90.53,47.89,43.42,6.71,97.97,48.69
3765,82.46,19.35,57,54.86,54.73,2.03,84.42,1.86,40.03,47.76
3766,83.89,95.48,18.55,1.67,97.92,79.26,2.46,19.79,38.33,78.41
3767,3.87,38.91,55.08,72.13,80.79,9.53,89.65,63.76,75.8,82.06
3768,79.5,81.93,13.18,93.24,11.26,45.55,84.01,4.77,2.2,93.97
3769,12.27,18.75,4.24,75.58,86.34,22.58,7.58,71.99,64.23,56.45
3770,47.21,9.43,76.44,91.55,9.02,16.42,31.71,60.67,87.96,75.34
3771,11.92,34.28,3.66,72.48,18.3,40.13,51.31,84.23,70.5,64.95
3772,53.48,17.57,63.56,97.95,21.35,70.01,28.22,65,42.45,30.25
3773,41.6,94.86,79.6,54.43,35.52,89.38,58.7,6.99,0.39,41.11
3774,7.53,1.51,99.87,64.09,81.47,19.24,75.63,81.26,3.81,78.81
3775,85.68,64.48,92.66,53.54,20.03,51.39,4.05,90.57,34.92,14.94
3776,56.01,68.43,22.67,59.94,87.63,40.62,9.38,17.95,64.26,43.47
3777,69.5,73.8,88.9,99.1,89.77,98.66,31.73,6.97,92.12,75.76
3778,58.23,93.64,80.13,23.91,53.92,51.56,6.13,73.61,24.88,46.41
3779,94.03,35.58,90.57,46.07,45.8,87.87,38.59,77.02,2.17,59.15
3780,43.87,91.75,99.49,44.09,98.37,81.09,6.15,51.49,87.29,59.46
3781,4.25,19.44,79.55,13.37,36.83,31.99,68.14,50.15,83.63,87.66
3782,48.01,63.63,70.48,97.54,10.7,62.51,1.27,33.16,96.39,12.68
3783,72.56,6.46,8.4,37.55,93.84,81.34,88.99,92.11,6.2,61.06
3784,30.87,71.34,3.88,16.19,14.16,7.08,67.35,35.89,40.5,75.42
3785,39.95,18.9,89.23,4.17,61.92,54.04,12.15,75.71,32.38,60.31
3786,78.07,32.29,25.13,23.09,12.34,11.38,34.88,89.74,44.69,78.17
3787,43.51,21.5,62.4,34.51,36.81,30.39,96.26,59.07,20.24,29.14
3788,66.37,94.04,25.45,9.91,6.01,47.08,56.31,29.17,89.85,2.79
3789,65.84,99.99,33.12,99.27,49.92,59.96,19.26,23.27,65.75,99.66
3790,96.5,56.11,10.3,33.28,71.02,12.62,34.02,50.22,40.91,4.33
3791,6.83,1.4,88.98,54.72,37.15,52.2,62.84,95.39,3.04,36.09
3792,84.99,87.65,13.53,29.29,29.81,95.92,80.43,87.06,73.39,18.42
3793,0.98,64.03,8.35,1.92,18.82,14.49,42.34,44.76,14.42,79.01
3794,75.67,71.97,75.8,43.75,74.97,88.11,76.43,24.29,59.96,39.86
3795,21.55,93.37,29.88,60.94,2.71,25.71,53.33,80.02,8,54.58
3796,2.52,14.37,37.27,7.65,60.44,68.58,39.9,51.07,52.53,56.1
3797,16.35,1.62,13.52,21.63,79.19,92.71,92.84,13.69,37.41,39.26
3798,10.05,71.23,3.12,37.78,3.58,54.7,41.35,80.55,55.33,9.17
3799,5.08,38.81,40.42,92.59,52.58,72.06,89.76,93.38,29.65,94.85
3800,4.62,45.7,40.59,79.46,57.08,65.26,73.09,61.36,75.06,26.14
3801,0.15,88.76,41.02,72.08,7.45,22.24,18.36,24.93,11.29,51.66
3802,62.13,15.9,14.96,43.83,71.2,31.98,60.46,2.53,59.56,71.21
3803,21.7,82.97,52.42,71.12,3.26,62.64,58.78,43.1,42.44,65.33
3804,71.16,32.93,37.95,56.61,82.6,27.38,24.95,48.34,67.96,56.99
3805,80.07,76.11,57.24,73.5,30.72,3.76,51.51,69.9,36.3,96.93
3806,11.23,75.8,98.91,41.35,16.94,87.35,11.39,84.53,35.63,85.42
3807,14.63,31.49,44.1,5.79,38.69,29.28,89.54,4.21,3.72,38.93
3808,95.21,84.73,3.13,35.22,61.73,79.76,85.17,37.72,27.28,96.32
3809,45.43,61.19,37.6,87.15,9.15,23.86,79.43,15.13,48.19,73.85
3810,73.9,94.65,45.53,86.37,72.53,38.17,79.66,68.61,53.21,53.64
3811,53.7,78.33,59.83,86.17,9.06,27.77,66.74,47.32,93.11,14.63
3812,65.42,33.64,39.4,3.17,59.02,83.94,65.47,70.02,38.76,46.55
3813,43.4,87.95,95.69,59.24,92.92,21.2,58.33,12.87,59.33,3.81
3814,57.98,75.52,24.51,25.31,23.4,49.34,32.7,34.48,47.78,42.91
3815,53.14,64.7,85.53,3.52,38.4,24.54,44.42,15.54,7.32,19.7
3816,84.29,8.01,99.75,82.25,53.49,36.33,9.49,77.58,85.6,3.76
3817,17.71,63.75,23.68,20.44,97.12,84.68,50.19,76.76,11.64,60.76
3818,55.26,2.5,62.69,28.05,67.93,48.97,30.67,46.24,87.21,40.3
3819,37.78,45.76,91.35,58.89,48.41,35.89,2.73,9.11,81.21,93.11
3820,94.76,10.69,15.91,9.33,17.77,26.02,73.44,56.52,18.18,91.32
3821,62.04,21.08,27.11,99.31,57.19,14.68,98.07,66.48,39.89,75.08
3822,58.14,19.37,29.86,75.8,32.92,72.17,30.13,92,53.38,23.19
3823,51.63,84.6,82.54,20.09,33.06,78.29,2.96,90.44,78.76,57.81
3824,40.53,36.83,13.38,60.15,15.15,96.46,85.94,47.7,18.64,53.3
3825,89.07,2.5,66.44,60.11,41.21,25.61,29.43,58.38,59.57,24.16
3826,77.74,23.27,65.73,64.29,43.73,0.75,72.48,75,61.08,97.4
3827,24.08,22.23,61.1,90.5,37.81,59.45,57.09,72.94,22.12,44.93
3828,37.73,25.55,46.44,94.5,16.62,87.56,57.93,85.84,58.16,33.79
3829,62.93,34.35,42.06,8.3,10.05,55.07,70.41,93.45,95.2,19.74
3830,65.18,41.84,21.91,83.8,95.05,45.44,36.4,78.18,71.35,24.94
3831,26.11,74.07,26.71,45.95,75.4,61.52,16.33,56.64,26.89,3.67
3832,11.78,0.02,51.53,20.38,42.86,48.48,39.05,22.73,76.77,35.55
3833,43.55,92.56,32.5,20.41,67.2,19.64,65.24,1.62,73.78,49.42
3834,60.9,58.68,61.9,3.86,12.5,68.68,14.25,66.03,65.34,34.76
3835,31.94,2.95,3.15,43.34,21.99,61.62,19.51,40.96,92.55,98.8
3836,34.23,75.24,11.19,17.26,92.74,11.2,37.22,88.26,29.15,23.41
3837,42.44,34.07,29.57,34,32.08,56.22,39.71,92.63,57.34,76.96
3838,58.46,27.77,66.12,11.88,95.66,73.94,71.55,88.02,71.43,40.89
3839,28.19,23.67,85.4,19.09,15.69,75.26,57.89,53.54,61.47,61.09
3840,98.49,61.89,43.08,43.78,31.21,49.89,78.6,76.75,15.59,74.5
3841,4.87,2.25,75.98,36.21,48.02,38.55,72.59,59.16,60.52,49.46
3842,56.39,90.91,37.89,93.71,64.79,83.77,69.09,69.16,28.27,75.07
3843,2.19,63.57,60.08,29.01,40.04,31.89,58.36,32.96,93.75,1.22
3844,89.08,70.69,20.32,22.4,1.32,93.66,15.39,66.41,37.32,37.96
3845,26.8,10.96,83.46,99.23,39.45,86.65,49.51,6.47,91.1,53.43
3846,24.74,90.16,23.4,96.97,36.95,40.76,83.28,41.31,85.09,86.17
3847,95.03,83.06,62.81,7.13,32.29,93.66,4.09,69.9,27.53,96.36
3848,45.01,9.17,83.71,73.01,81.57,93.55,4.03,71.92,94.46,60.77
3849,62.56,86.63,64.97,0.16,8.43,38.24,58.49,45.15,76.95,29.31
3850,52.63,57.25,77.42,27.13,42.12,62.31,97.21,94.22,79.34,39.53
3851,47.58,85.88,79.82,12.62,92.54,24.65,28.32,55.68,27.78,97.63
3852,89.02,46.02,86.65,51.77,77.05,20.3,0.34,78.99,98.59,30.23
3853,65.03,39.86,35.69,87.91,97.46,32.71,86.94,87.87,84.66,54.26
3854,9.59,26.52,36.4,18.75,88.67,28.48,92.82,2.94,71.38,93.08
3855,56.96,8.67,20.34,25.92,71.17,65.76,27.29,37.97,46.54,18.26
3856,20.96,4.25,39.86,97.18,98.57,50.64,22.55,97.69,9.54,88.83
3857,55.43,36.83,18.09,46.25,99.45,21.11,27.87,46.26,8.7,2.47
3858,18.96,84.17,13.7,21.73,29.94,24.93,60.64,37.73,91.65,73.42
3859,66.66,96.37,98.15,76.06,43.63,26.46,97.72,97.16,4.72,90.02
3860,59.12,89.3,78.66,63.11,50.06,58.44,60.72,52.24,27.69,2.57
3861,1.23,63.52,90.58,22.81,76.22,63.14,47.52,54.52,52.57,0.14
3862,25.47,93.01,48.04,89.62,35.36,51.87,20.05,36.39,15.77,77.59
3863,18.52,50.83,39.05,5.06,26.17,77.47,88.83,53.73,99.33,37.67
3864,55.11,2.13,46.88,27.29,82.61,93.17,7,84.38,37.97,24.91
3865,61.13,10.72,41.8,97.64,15.73,17.15,5.06,12.91,3.88,46.81
3866,10.01,24.92,20.43,45.4,30.16,71.07,48.45,85.18,26.64,96.53
3867,66.64,87.32,76.96,74.29,45.52,39.38,67.77,72.46,79.13,74.68
3868,58.27,66.98,62.1,87.72,95.7,92.05,25.67,36.68,74.89,74.01
3869,6.85,8.92,54.72,30.38,52.08,79.16,70.6,78.06,50.86,85.09
3870,69.01,83.88,39.51,29.31,34.94,90.99,62.2,50.81,44.56,85.45
3871,21.6,94.36,4.38,30.57,34.81,95.75,28.84,88.16,8.06,55.7
3872,99.5,99.02,47.27,5.7,60.67,51.66,94.79,63.45,32.4,58.06
3873,67.23,17.18,38.66,56.53,19.8,94.66,4.17,14,65.55,96.29
3874,82.67,6.26,41.34,54.55,70.54,46.66,37.88,13.82,90.16,87.53
3875,47.78,96.5,90.02,8.77,44.72,18.56,75.57,33.35,91.86,22.41
3876,29.57,32.66,53.88,2.27,36.92,73.72,13.61,85.91,58.46,31.42
3877,12.22,8.59,82.96,39.11,1.17,70.43,10.08,85.26,1.95,41.84
3878,35.17,69.96,58.55,74.81,87.92,82.38,54.44,86.23,30.69,73.85
3879,65.44,37.88,1.11,24.77,63.04,79.52,97.5,68.15,35.76,41.34
3880,95.21,40.19,47.53,79.89,72.07,64.03,42.12,33.36,84.68,83.81
3881,91.2,97.52,63.54,64.96,9.95,91.71,38.76,83.92,50.59,85.49
3882,87.49,6.04,19.88,49.45,40.28,66.54,36.25,50.24,17.72,88.38
3883,82.04,38.59,28.85,70.04,12.21,31.86,50.03,78.12,27.32,45.84
3884,48.11,44.91,96.69,36.58,28.61,37.96,14.69,48.25,33.97,23.53
3885,36.37,58.98,54.33,83.96,88.66,26.63,81.51,75.56,79.94,67.87
3886,48.66,14.58,71.39,97.46,59.26,35.25,0.07,62.64,80.13,65.39
3887,83.7,62.01,1.75,65.31,12.63,67.39,18.85,52.25,49.35,88.61
3888,69.74,30.89,58.15,26.36,31.4,53.75,66.07,63.42,51.22,68.85
3889,93.78,25.89,85.02,4.08,30.5,97.88,29.35,64.94,92.56,12.79
3890,4.72,53.86,53.5,18.29,86.22,48.87,32.07,34.8,45.96,68.89
3891,88.17,12.58,59.14,77.23,83.82,49.36,18.16,28.92,28.3,40.47
3892,79.35,3.56,16.28,94.39,79.11,62.66,62.32,83.83,23.39,53.15
3893,28.17,75.58,54.48,16.36,87.48,70.4,77.16,77.57,46.63,47.5
3894,95.81,16.35,77.76,67.27,36.6,57.33,94.86,27.14,44.89,2.77
3895,97.9,86.61,28.85,20.49,70.7,94.41,12.06,96.77,92.76,30.81
3896,5.77,68.55,17.48,4.45,2.87,43.18,13.09,61.86,26.8,9.68
3897,82.35,57.29,10.94,90.7,1.77,16.08,15.01,84.51,98.81,2.69
3898,69.35,3.17,45.13,62.46,62.71,59.79,48.7,29.7,73.23,26.65
3899,38.58,76.45,89.81,12.48,58.79,51.61,81.47,13.35,32.25,98.47
3900,57.65,59.61,82.23,24.05,81.51,1.73,57.39,98.72,13.82,12.61
3901,44.39,31.74,70.91,92.46,83.2,36.04,34.97,29.58,58.77,65.48
3902,19.72,78.19,72.19,62.99,4.39,38.27,74.39,44.09,36.84,80.97
3903,76.86,92.99,3.44,22.86,95.17,37.67,52.01,32.52,53.05,97.73
3904,4.17,26.08,75.83,73.1,61.3,62.57,67.07,51.93,39.23,10.59
3905,29.57,45.1,90.27,7.52,95.22,24.11,46.9,60.03,40.65,49.08
3906,59.6,26.98,83.93,38.46,43.82,50.97,1.91,27.37,40.83,42.43
3907,86.33,69.98,4.05,73.8,18.22,99.55,56.73,98.06,7.62,98.17
3908,28.4,80.38,39.8,49.96,3.03,88.69,41.25,31.5,73.83,79.6
3909,79.79,89.64,82.05,34.23,77.64,99.85,50.79,98.89,54.94,77.86
3910,55.24,52.4,9.28,18.41,99.25,39.25,83.14,30.71,40.57,2.65
3911,44.02,19.18,2.75,26.36,50.57,7.45,89.47,78.67,16.97,0.42
3912,99.11,82.6,57.08,22.89,51.8,63.47,5.11,93.36,77.34,37.19
3913,82.79,4.46,94.78,22.07,99.45,25.61,86.36,60.59,32.15,90.69
3914,67.14,36.13,42.49,37.25,73.14,31.76,30.5,26.65,91.18,93.37
3915,85.85,25.18,13.64,87,97.35,21.83,4.15,74.75,20.28,40.77
3916,16.04,36.51,93.23,56.69,52.56,54.74,86.85,48.54,14.08,5.94
3917,39.89,37.77,78.44,3.46,87.9,72.26,13.04,69.91,69.01,4.21
3918,72.76,51.04,17.87,65.72,83.87,47.94,21.57,73.12,89.71,58.82
3919,58.63,34.47,28.17,18.77,7.29,3.08,60.58,33.74,57.04,95.11
